41,,,0,,
48,,,0,,
49,,,0,,
50,,,0,,
51,,,0,,
52,,,0,,
57,,,0,,
58,,,0,,
63,,,0,,
67,,,0,,
69,,,0,,
70,,,0,,
71,,,0,,
72,,,0,,
73,,,0,,
75,,,0,,
77,,,0,,
78,,,0,,
79,,,0,,
101,,,0,,
102,,,0,,
107,,,0,,
131,,,0,,
150,,,0,,
154,,,0,,
158,,,0,,
160,,,0,,
162,,,0,,
163,,,0,,
166,,,0,,
169,,,0,,
171,,,0,,
190,,,0,,
191,,,0,,
198,,,0,,
199,,,0,,
201,,,0,,
202,,,0,,
205,,,0,,
219,,,0,,
220,,,0,,
221,,,0,,
222,,,0,,
223,,,0,,
224,,,0,,
225,,,0,,
226,,,0,,
258,,,0,,
259,,,0,,
260,,,0,,
261,,,0,,
263,,,0,,
265,,,0,,
266,,,0,,
269,,,0,,
270,,,0,,
272,,,0,,
291,,,0,,
298,,,0,,
300,,,0,,
302,,,0,,
303,,,0,,
304,,,0,,
305,,,0,,
306,,,0,,
309,,,0,,
313,,,0,,
316,,,0,,
321,,,0,,
322,,,0,,
324,,,0,,
325,,,0,,
326,,,0,,
327,,,0,,
328,,,0,,
331,,,0,,
333,,,0,,
334,,,0,,
335,,,0,,
338,,,0,,
342,,,0,,
344,,,0,,
345,,,0,,
347,,,0,,
348,,,0,,
349,,,0,,
350,,,0,,
351,,,0,,
352,,,0,,
353,,,0,,
354,,,0,,
359,,,0,,
364,,,0,,
365,,,0,,
366,,,0,,
368,,,0,,
369,,,0,,
372,,,0,,
373,,,0,,
375,,,0,,
376,,,0,,
377,,,0,,
380,,,0,,
381,,,0,,
382,,,0,,
383,,,0,,
385,,,0,,
386,,,0,,
387,,,0,,
389,,,0,,
391,,,0,,
395,,,0,,
396,,,0,,
397,,,0,,
398,,,0,,
400,,,0,,
401,,,0,,
404,,,0,,
407,,,0,,
410,,,0,,
411,,,0,,
414,,,0,,
415,,,0,,
417,,,0,,
419,,,0,,
420,,,0,,
421,,,0,,
422,,,0,,
424,,,0,,
425,,,0,,
428,,,0,,
435,,,0,,
436,,,0,,
443,,,0,,
445,,,0,,
447,,,0,,
449,,,0,,
450,,,0,,
453,,,0,,
454,,,0,,
455,,,0,,
456,,,0,,
457,,,0,,
462,,,0,,
463,,,0,,
464,,,0,,
465,,,0,,
466,,,0,,
467,,,0,,
470,,,0,,
471,,,0,,
472,,,0,,
476,,,0,,
478,,,0,,
479,,,0,,
483,,,0,,
486,,,0,,
489,,,0,,
491,,,0,,
494,,,0,,
499,,,0,,
503,,,0,,
504,,,0,,
505,,,0,,
507,,,0,,
510,,,0,,
511,,,0,,
512,,,0,,
514,,,0,,
517,,,0,,
519,,,0,,
520,,,0,,
521,,,0,,
523,,,0,,
525,,,0,,
530,,,0,,
537,,,0,,
539,,,0,,
545,,,0,,
548,,,0,,
549,,,0,,
554,,,0,,
555,,,0,,
556,,,0,,
557,,,0,,
565,,,0,,
570,,,0,,
572,,,0,,
573,,,0,,
577,,,0,,
582,,,0,,
586,,,0,,
587,,,0,,
589,,,0,,
590,,,0,,
591,,,0,,
592,,,0,,
593,,,0,,
594,,,0,,
596,,,0,,
597,,,0,,
599,,,0,,
600,,,0,,
606,,,0,,
617,,,0,,
621,,,0,,
622,,,0,,
625,,,0,,
626,,,0,,
629,,,0,,
633,,,0,,
634,,,0,,
635,,,0,,
636,,,0,,
637,,,0,,
638,,,0,,
639,,,0,,
644,,,0,,
645,,,0,,
648,,,0,,
649,,,0,,
650,,,0,,
653,,,0,,
654,,,0,,
657,,,0,,
658,,,0,,
663,,,0,,
667,,,0,,
668,,,0,,
671,,,0,,
672,,,0,,
673,,,0,,
674,,,0,,
675,,,0,,
679,,,0,,
681,,,0,,
682,,,0,,
684,,,0,,
685,,,0,,
687,,,0,,
692,,,0,,
696,,,0,,
700,,,0,,
706,,,0,,
707,,,0,,
708,,,0,,
711,,,0,,
714,,,0,,
716,,,0,,
717,,,0,,
719,,,0,,
721,,,0,,
722,,,0,,
723,,,0,,
725,,,0,,
726,,,0,,
727,,,0,,
728,,,0,,
729,,,0,,
730,,,0,,
731,,,0,,
732,,,0,,
733,,,0,,
735,,,0,,
736,,,0,,
738,,,0,,
